FacilityID,Facility,ProgramID,ActvityTypeCategory,ActivityType,Gender,AgeLow,AgeHigh,AttendanceWeekDate,RegisteredIndividualsCount,UniqueIndividualCount,ProgramScheduleID,DateFrom,DateTo,weekday,AttendenceRealDate,PPR_Properties_ObjectID,PUBLIC_NAME,PARENT_NAME,NESTED,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,NAME,ServiceAreaID,PPR_DIST
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"467",Other,Older Adults,M/F,"50","95",2021/12/06,"32","26","8421",2021/09/24,2022/09/30,Friday,2021/12/10,,,,,,,,,,,,,,,,,,,,,,,,,,
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"3973",Athletic,Gymnastics / Tumbling,M/F,"7","18",2021/12/06,"15","14","8417",2021/10/07,2022/04/28,Thursday,2021/12/09,,,,,,,,,,,,,,,,,,,,,,,,,,
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"3970",Athletic,Gymnastics / Tumbling,M/F,"4","6",2021/12/06,"15","14","8418",2021/10/06,2022/04/27,Wednesday,2021/12/08,,,,,,,,,,,,,,,,,,,,,,,,,,
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"462",Cultural,Dance,M/F,"4","6",2021/12/06,"14","12","8419",2021/10/15,2022/05/06,Friday,2021/12/10,,,,,,,,,,,,,,,,,,,,,,,,,,
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"3969",Cultural,Dance,M/F,"7","12",2021/12/06,"20","17","8420",2021/10/15,2022/05/06,Friday,2021/12/10,,,,,,,,,,,,,,,,,,,,,,,,,,
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"456",After School,After School,M/F,"6","12",2021/12/06,"15","12","8315",2021/09/13,2022/05/27,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"461",Athletic,Gymnastics / Tumbling,M/F,"4","18",2021/11/29,"12","12","8416",2021/10/06,2022/04/28,Wednesday,2021/12/01,,,,,,,,,,,,,,,,,,,,,,,,,,
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"467",Other,Older Adults,M/F,"50","95",2021/11/29,"32","23","8421",2021/09/24,2022/09/30,Friday,2021/12/03,,,,,,,,,,,,,,,,,,,,,,,,,,
{6DCEECCE-1B1E-4B3C-A3EA-EDE7AE766F7F},Lower Mayfair Playground,"3973",Athletic,Gymnastics / Tumbling,M/F,"7","18",2021/11/29,"15","15","8417",2021/10/07,2022/04/28,Thursday,2021/12/02,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4841",Athletic,Gymnastics / Tumbling,M/F,"5","6",2021/12/20,"10","0","8601",2021/10/02,2022/05/21,Saturday,2021/12/25,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/12/20,"10","0","8599",2021/10/02,2022/05/21,Saturday,2021/12/25,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/12/20,"10","0","8600",2021/10/05,2022/05/24,Tuesday,2021/12/21,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4712",Other,Games,M/F,"13","17",2021/12/20,"10","10","8227",2021/09/13,2022/05/27,Monday,2021/12/20,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4841",Athletic,Gymnastics / Tumbling,M/F,"5","6",2021/12/13,"10","0","8601",2021/10/02,2022/05/21,Saturday,2021/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/12/13,"10","0","8599",2021/10/02,2022/05/21,Saturday,2021/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/12/13,"10","0","8600",2021/10/05,2022/05/24,Tuesday,2021/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4712",Other,Games,M/F,"13","17",2021/12/13,"10","0","8227",2021/09/13,2022/05/27,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4841",Athletic,Gymnastics / Tumbling,M/F,"5","6",2021/12/06,"10","10","8601",2021/10/02,2022/05/21,Saturday,2021/12/11,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/12/06,"10","10","8599",2021/10/02,2022/05/21,Saturday,2021/12/11,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/12/06,"10","10","8600",2021/10/05,2022/05/24,Tuesday,2021/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4712",Other,Games,M/F,"13","17",2021/12/06,"10","10","8227",2021/09/13,2022/05/27,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4841",Athletic,Gymnastics / Tumbling,M/F,"5","6",2021/11/29,"10","10","8601",2021/10/02,2022/05/21,Saturday,2021/12/04,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/11/29,"10","10","8599",2021/10/02,2022/05/21,Saturday,2021/12/04,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/11/29,"10","10","8600",2021/10/05,2022/05/24,Tuesday,2021/11/30,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4712",Other,Games,M/F,"13","17",2021/11/29,"10","10","8227",2021/09/13,2022/05/27,Monday,2021/11/29,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4841",Athletic,Gymnastics / Tumbling,M/F,"5","6",2021/11/22,"10","10","8601",2021/10/02,2022/05/21,Saturday,2021/11/27,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/11/22,"10","10","8599",2021/10/02,2022/05/21,Saturday,2021/11/27,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4840",Athletic,Gymnastics / Tumbling,M/F,"3","4",2021/11/22,"10","10","8600",2021/10/05,2022/05/24,Tuesday,2021/11/23,,,,,,,,,,,,,,,,,,,,,,,,,,
{4052737F-EC99-486E-B732-E57050BA2F0D},Mitchell Playground,"4712",Other,Games,M/F,"13","17",2021/11/22,"10","10","8227",2021/09/13,2022/05/27,Monday,2021/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"2009",Cultural,Dance,M/F,"18","99",2021/12/13,"0","16","8162",2021/06/03,2021/12/30,Thursday,2021/12/16,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"129",Other,Games,M/F,"5","12",2021/12/13,"0","1","8655",2021/09/08,2021/12/29,Wednesday,2021/12/15,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"4868",Other,Bingo,M/F,"12","100",2021/12/13,"0","0","8656",2021/09/07,2021/12/28,Tuesday,2021/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"122",Cultural,Art,M/F,"5","13",2021/12/13,"0","0","8653",2021/09/13,2021/12/27,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"4343",Cultural,Health & Wellness,M/F,"18","100",2021/12/06,"0","0","8651",2021/09/13,2021/12/16,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"4189",Other,Video Games,M/F,"8","17",2021/12/06,"0","0","8654",2021/09/07,2021/12/28,Tuesday,2021/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"4869",Educational,Educational,M/F,"6","17",2021/12/06,"0","0","8657",2021/09/03,2021/12/17,Friday,2021/12/10,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"2009",Cultural,Dance,M/F,"18","99",2021/12/06,"0","17","8162",2021/06/03,2021/12/30,Thursday,2021/12/09,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"129",Other,Games,M/F,"5","12",2021/12/06,"0","0","8655",2021/09/08,2021/12/29,Wednesday,2021/12/08,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"4868",Other,Bingo,M/F,"12","100",2021/12/06,"0","0","8656",2021/09/07,2021/12/28,Tuesday,2021/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,
{696BABB9-CB2C-4D1D-8A40-DBC327D80C5D},Morris Estate Cultural Center,"122",Cultural,Art,M/F,"5","13",2021/12/06,"0","0","8653",2021/09/13,2021/12/27,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4781",Athletic,Martial Arts,M/F,"7","30",2021/12/13,"2","2","8449",2021/10/05,2022/04/19,Tuesday,2021/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4781",Athletic,Martial Arts,M/F,"7","30",2021/12/06,"2","2","8449",2021/10/05,2022/04/19,Tuesday,2021/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4781",Athletic,Martial Arts,M/F,"7","30",2021/11/29,"2","2","8449",2021/10/05,2022/04/19,Tuesday,2021/11/30,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4781",Athletic,Martial Arts,M/F,"7","30",2021/11/22,"2","2","8449",2021/10/05,2022/04/19,Tuesday,2021/11/23,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4781",Athletic,Martial Arts,M/F,"7","30",2021/11/22,"2","2","8449",2021/10/05,2022/04/19,Tuesday,2021/11/23,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4781",Athletic,Martial Arts,M/F,"7","30",2021/11/15,"2","2","8449",2021/10/05,2022/04/19,Tuesday,2021/11/16,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/12/20,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/12/20,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/12/20,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/12/25,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/12/13,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/12/13,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/12/06,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/12/06,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/12/11,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/29,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/11/29,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/29,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/12/04,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/22,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/22,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/11/27,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/22,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/22,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/11/27,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/15,"7","5","8845",2021/09/27,2022/05/30,Monday,2021/11/15,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/15,"7","5","8846",2021/09/27,2022/05/28,Saturday,2021/11/20,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/15,"7","5","8845",2021/09/27,2022/05/30,Monday,2021/11/15,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/15,"7","5","8846",2021/09/27,2022/05/28,Saturday,2021/11/20,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/08,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/11/08,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/08,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/11/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/01,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/11/01,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/11/01,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/11/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/25,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/10/25,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/25,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/10/30,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/18,"7","7","8845",2021/09/27,2022/05/30,Monday,2021/10/18,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/18,"7","7","8846",2021/09/27,2022/05/28,Saturday,2021/10/23,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/18,"10","10","8845",2021/09/27,2022/05/30,Monday,2021/10/18,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/18,"10","10","8846",2021/09/27,2022/05/28,Saturday,2021/10/23,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/04,"7","10","8845",2021/09/27,2022/05/30,Monday,2021/10/04,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/04,"7","10","8846",2021/09/27,2022/05/28,Saturday,2021/10/09,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/04,"7","14","8845",2021/09/27,2022/05/30,Monday,2021/10/04,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4940",Athletic,Martial Arts,M/F,"5","15",2021/10/04,"7","14","8846",2021/09/27,2022/05/28,Saturday,2021/10/09,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4226",Cultural,Dance,M/F,"6","14",2021/12/13,"15","15","8446",2021/06/16,2022/02/18,Wednesday,2021/12/15,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4939",After School,After School,M/F,"6","12",2021/12/13,"15","12","8844",2021/09/13,2022/06/10,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{280547FA-8695-4C03-90B1-B8A5093F8B7C},Mount Airy Playground,"4939",After School,After School,M/F,"6","12",2021/12/06,"15","12","8844",2021/09/13,2022/06/10,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{C8420FF3-289F-4737-A4F5-FF44DE89CA58},McVeigh Recreation Center,"300",After School,After School,M/F,"6","12",2021/12/20,"15","21","8348",2021/09/13,2022/05/27,Monday,2021/12/20,,,,,,,,,,,,,,,,,,,,,,,,,,
{C8420FF3-289F-4737-A4F5-FF44DE89CA58},McVeigh Recreation Center,"300",After School,After School,M/F,"6","12",2021/12/13,"21","21","8348",2021/09/13,2022/05/27,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,"4804",Educational,Educational,M/F,"3","4",2021/12/20,"13","0","8512",2021/09/20,2022/05/20,Monday,2021/12/20,,,,,,,,,,,,,,,,,,,,,,,,,,
{DCF40A6C-2B11-4CC5-9284-EEF363A0D7AD},Lackman Memorial Playground,"4802",Educational,Educational,M/F,"5","14",2021/12/20,"6","0","8506",2021/09/13,2022/05/27,Monday,2021/12/20,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"3782",Educational,Educational,M/F,"6","12",2021/12/13,"9","5","8460",2021/09/21,2022/06/14,Tuesday,2021/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"1271",Athletic,Basketball,M/F,"11","12",2021/12/13,"8","8","8452",2021/09/15,2021/12/22,Wednesday,2021/12/15,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"1270",Athletic,Basketball,M/F,"9","10",2021/12/13,"10","10","8451",2021/09/13,2021/12/20,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"1269",Athletic,Basketball,M/F,"7","8",2021/12/13,"8","8","8454",2021/09/18,2021/12/18,Saturday,2021/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,"4893",Other,Mentoring,M/F,"1","3",2021/12/13,"2","2","8727",2021/10/25,2022/02/28,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,"1183",Athletic,Cheerleading,M/F,"6","14",2021/12/13,"100","40","8542",2021/08/30,2021/12/23,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{298809CB-A118-4234-8A54-54260C378AD7},Gambrel Playground,"1181",Athletic,Football,M,"5","14",2021/12/13,"300","4","8543",2021/08/30,2021/12/23,Sunday,2021/12/19,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"3782",Educational,Educational,M/F,"6","12",2021/12/06,"9","1","8460",2021/09/21,2022/06/14,Tuesday,2021/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"1271",Athletic,Basketball,M/F,"11","12",2021/12/06,"8","8","8452",2021/09/15,2021/12/22,Wednesday,2021/12/08,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"1270",Athletic,Basketball,M/F,"9","10",2021/12/06,"10","9","8451",2021/09/13,2021/12/20,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"1269",Athletic,Basketball,M/F,"7","8",2021/12/06,"8","8","8454",2021/09/18,2021/12/18,Saturday,2021/12/11,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"3783",Cultural,Drama,M/F,"6","16",2021/12/06,"1","1","8815",2021/11/16,2022/06/03,Tuesday,2021/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"4783",Cultural,Dance,M/F,"5","13",2021/12/06,"22","20","8456",2021/09/14,2022/06/10,Tuesday,2021/12/07,,,,,,,,,,,,,,,,,,,,,,,,,,
{C8420FF3-289F-4737-A4F5-FF44DE89CA58},McVeigh Recreation Center,"300",After School,After School,M/F,"6","12",2021/12/06,"21","21","8348",2021/09/13,2022/05/27,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{FC68DFB6-7C48-4955-A6C6-52B22B605AAF},Emanuel Recreation Center,"1201",After School,After School,M/F,"5","12",2021/12/06,"4","1","8310",2021/10/01,2022/05/27,Monday,2021/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,
{BB9EA2DF-1580-4F4D-A90B-4342E8782E16},Ramp Playground,"3834",Athletic,Martial Arts,M/F,"5","12",2021/12/13,"23","7","8274",2021/09/13,2022/06/09,Monday,2021/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,
{BB9EA2DF-1580-4F4D-A90B-4342E8782E16},Ramp Playground,"709",Other,Other,M/F,"5","13",2021/12/06,"19","12","8273",2021/11/12,2022/05/06,Friday,2021/12/10,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"114",Educational,Educational,F,"9","13",2021/12/06,"3","1","8458",2021/09/22,2022/06/01,Wednesday,2021/12/08,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"4783",Cultural,Dance,M/F,"5","13",2021/11/29,"16","16","8456",2021/09/14,2022/06/10,Tuesday,2021/11/30,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"118",Athletic,Gymnastics / Tumbling,M/F,"6","13",2021/11/29,"2","2","8807",2021/11/08,2022/05/24,Tuesday,2021/11/30,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"118",Athletic,Gymnastics / Tumbling,M/F,"6","13",2021/11/22,"2","2","8807",2021/11/08,2022/05/24,Tuesday,2021/11/23,,,,,,,,,,,,,,,,,,,,,,,,,,
{65FDE44A-69BC-433C-8AD9-109921607BDE},Simons Center,"3783",Cultural,Drama,M/F,"6","16",2021/11/22,"1","1","8815",2021/11/16,2022/06/03,Tuesday,2021/11/23,,,,,,,,,,,,,,,,,,,,,,,,,,
